,label,landmark,x,y,z
0,1,1,21.948765052831988,-13.055976575233153,-2.66702450313804
1,1,2,27.184783387873328,-14.159914710446143,-11.805747488932422
2,1,3,28.439594242617577,-14.638204908934032,-6.396383401945257
3,1,4,18.39824387619055,-15.540827949698281,-10.30298498769493
4,1,5,23.01564702178797,-14.430352117760263,-8.467419965614646
5,1,9,23.698928051441445,-11.476418626518482,-4.61837677109636
6,1,11,26.98085916113505,-12.081228546005194,-8.356432004281666
7,1,12,18.42986669349046,-12.211003183521285,-7.934694497581613
8,1,13,20.92799095545747,-13.095453814024715,-12.456118832124757
9,2,1,14.137978084248218,-9.532663714209544,4.430363990354925
10,2,2,20.453503279522888,-11.577929806215133,-4.447637398350363
11,2,3,20.40300010787961,-11.812895222524494,2.2888270010007585
12,2,4,10.993125905383991,-13.287527908149569,-2.8960878259483565
13,2,5,15.33032353238728,-11.541200930496924,-1.5255877599669445
14,2,9,15.358480676414173,-8.580202052877855,2.8402421629095382
15,2,10,19.025278415124806,-8.817812919669427,-0.06257823904766163
16,2,11,19.446668347358194,-10.146734449116929,-3.669157735191654
17,2,12,10.357726920327803,-9.588030233888922,-0.20477155736943414
18,2,13,13.657467295858089,-10.42704439055464,-5.333132903082859
19,3,1,5.855600993085184,-9.430116742848625,9.574159941128135
20,3,2,12.90861581831201,-10.089539910803701,7.457238075976916
21,3,3,10.953367178519079,-9.778248342424508,10.737765578620026
22,3,4,7.588123093957185,-11.350101602546838,3.329449017174012
23,3,5,8.294646694054254,-9.732927682894505,6.000371745403131
24,3,7,8.93324650816955,-7.239512270724828,8.366649770034622
25,3,12,5.56198946443572,-10.310070274443902,5.889942360451727
26,3,13,8.389408373853824,-9.857325816832015,3.621626849349547
27,4,1,3.8179727008359596,-6.156719901948215,18.21227448199936
28,4,2,7.426206976778599,-8.120057417122633,12.36966483446025
29,4,3,8.190454706077288,-7.926386851772665,17.788349255271886
30,4,4,1.7883242320177906,-9.483684912501284,12.927485579610599
31,4,5,3.6889662616460424,-7.4103729241654515,13.972408224054755
32,4,7,5.3474419892172405,-4.351097398692466,15.782472807493289
33,4,8,2.6678749474062746,-8.027933183372165,12.285642533942063
34,5,1,0.8877261463101802,-4.226380652805985,24.273642303236553
35,5,2,5.64544182901681,-4.519297463829267,18.66385406215217
36,5,3,5.7847117781690995,-5.948543780412472,24.08127874592297
37,5,4,0.7512433179207214,-6.898050243795962,20.026378048864476
38,5,6,2.954785878130041,-1.5582809656006948,22.634004133079518
39,6,1,-0.8634722549867464,-1.0497496311435168,23.748288529270905
40,6,2,3.6725678837823343,-4.5201079220624685,25.783670873645484
41,6,3,-0.27530144325903966,-4.769113559858193,26.550716329163976
42,6,4,0.2205682977763287,-6.7566165263025,22.211225631062828
43,6,6,1.737273711056251,-1.5554003095821096,25.120906898435273
44,7,1,-8.555531955006819,0.21328538428117708,23.344939222527486
45,7,2,-4.215898162055583,-1.6385534348257693,26.1807993870372
46,7,3,-8.3687369982173,-3.5048025369438176,26.56849376854244
47,7,4,-7.182541685446097,-6.091684713002935,22.667596885451808
48,7,6,-6.433688470820089,-0.20330478215277004,25.25896612744343
49,8,1,-7.755757020813425,-1.8918315652651423,23.951013965117756
50,8,2,-13.287418231892355,-1.5023254947720899,23.242437713544202
51,8,3,-11.238181329624787,-3.9948568060408705,25.737864800820272
52,8,4,-11.200400483155795,-6.68431273592906,22.190394047248265
53,8,6,-10.450572514447268,-0.9578505371084883,23.82719337765842
54,9,1,-15.53960779310955,0.5178173147281966,22.890924056584097
55,9,2,-20.909942126579885,-1.4443252455400848,20.19688282176535
56,9,3,-19.041553439957585,-3.010117278754005,23.644691875940545
57,9,4,-16.78711975623264,-4.372391984277061,19.711992396020797
58,9,6,-18.352175031100582,0.5308200245541278,22.519393167673986
59,10,1,-19.784051146595534,-3.0429954707451676,18.10631472388665
60,10,2,-25.724826798397388,-4.1347803606990485,14.26579016181229
61,10,3,-24.282773573292157,-3.9956274655536066,18.5240134824784
62,10,4,-21.074049350618644,-6.363692034891312,14.05433555501571
63,10,6,-23.453804129174177,-1.089738738638904,15.642229399125457
64,11,1,-19.500552211772916,-5.1862012541859706,14.335013682908345
65,11,2,-23.042456110932648,-6.662449577566116,7.9764819141865235
66,11,3,-23.397783104726752,-5.208367331176415,12.675080862668786
67,11,4,-17.425308481743194,-8.502027543807065,8.884260735403583
68,11,5,-19.408668629035294,-6.197843574221558,9.868269487594274
69,11,7,-20.735830257024855,-3.1115170422403136,10.334145004740517
70,11,8,-17.631967577769277,-7.70232437845481,8.657367686040857
71,12,1,-20.440539759798,-7.20342552461824,4.867809095151728
72,12,2,-22.7959868705902,-8.17239948838487,-1.28252763307906
73,12,3,-24.140646377467696,-7.422801338317615,3.771221205500175
74,12,4,-17.950423435499438,-10.998115553727,0.15069479396116586
75,12,5,-19.714470257412092,-8.618042425648802,1.1209081438610908
76,12,7,-20.725988839169137,-5.761413632775485,2.62467070937054
77,12,12,-17.75938455965384,-9.483368798955123,2.2546393084102583
78,12,13,-19.388618646856692,-9.243700944272723,-0.8781391884762133
79,13,1,-25.357598329509308,-8.643344927594299,-1.9984492919479961
80,13,2,-27.675578340862184,-10.95568607855325,-13.032695193888257
81,13,3,-28.68504335738818,-8.181728198127626,-7.0370378768402695
82,13,4,-20.216997185655007,-13.142083861242558,-9.505795118154266
83,13,5,-24.771837484579855,-10.798493181039106,-8.18881283322112
84,13,9,-26.25167240662529,-7.557247846156926,-5.1695678120651
85,13,10,-27.46259605883799,-7.8655012684472325,-9.292482744259575
86,13,11,-27.11887330825183,-9.053996222721551,-12.000560769215886
87,13,12,-20.788587685014228,-9.166317122674364,-5.536818669156093
88,13,13,-21.174637276813023,-10.22921169552406,-11.162330268078437
89,14,1,-31.707162022469777,-10.316166692960257,-12.216035223974076
90,14,2,-34.743037122801624,-10.512461382242419,-21.254441192636488
91,14,3,-36.27120247338834,-10.797177770222255,-16.65113024177852
92,14,4,-26.300463279106957,-13.222065682793502,-17.37202961790948
93,14,5,-30.580357892472993,-11.596200898100802,-17.428271837882498
94,14,9,-32.85790283101045,-8.663009560554823,-14.572263803176085
95,14,11,-33.84509400391684,-8.789666426907578,-18.910469881082875
96,14,12,-27.101912023972307,-10.114769164655883,-14.312285101757535
97,14,13,-27.459362321083596,-10.45630715377886,-19.997989988616215
