,label,landmark,x,y,z
0,1,1,25.93275859878571,-5.991445835008114,-7.875565091000551
1,1,2,29.660094146034968,-4.319672436482168,-16.824718058809093
2,1,3,30.48091106778472,-5.343420098379958,-12.283287113504699
3,1,4,22.388956570047544,-7.762186252100906,-15.498255256516975
4,1,5,25.66493153680611,-6.810264599533369,-13.624886350255341
5,1,9,26.660039390596392,-3.395638785782858,-11.047373101806294
6,1,11,27.86166176707894,-3.7771120974480303,-15.268781383515584
7,1,12,21.623665205542558,-6.294840236262754,-11.984261576384547
8,1,13,24.37599389516905,-4.847526228301058,-16.950854148710665
9,2,1,21.648693084716797,-7.405546188354492,2.0799942016601562
10,2,2,22.845017566552354,-7.160030033839607,-8.200018533157209
11,2,3,25.666762920138577,-8.077575351721478,-1.447220108015549
12,2,4,16.93307479242753,-11.061393407718262,-5.164187801040434
13,2,5,20.334747895854765,-8.664604920172431,-3.9163189024439715
14,2,9,21.19608664797623,-5.799410425056077,0.7322071361717889
15,2,10,23.058176878893768,-5.412929560581911,-5.384686144640165
16,2,11,22.23735020227177,-6.60275951668825,-7.859491151111513
17,2,12,16.40188649284443,-7.95370268232283,-1.8282402349107927
18,2,13,18.27215305153972,-7.937151229495435,-7.251833869810512
19,3,1,15.371285374238157,-8.554315025261834,8.103268599330658
20,3,2,20.81445267941296,-8.058568948072928,3.4189248464242312
21,3,3,20.614618994143733,-8.703819467118999,7.855045415649639
22,3,4,15.503118246527032,-10.036514797628621,1.354702997624209
23,3,5,16.659348872264573,-8.060175465999375,3.9573783277736316
24,3,7,17.769469655294117,-5.912369329754201,6.340319318147834
25,3,12,14.406552644611022,-8.660719838517574,3.832641167275267
26,3,13,15.790402587083266,-7.938013824225631,1.6782784659467427
27,4,1,11.435770542690827,-7.579629255647562,14.04626381011514
28,4,2,17.084435022139058,-7.312925319062349,9.802196932708966
29,4,3,16.610943741605844,-8.026100903762478,13.754578490872623
30,4,4,11.17136287689209,-9.713410377502441,9.851724624633789
31,4,5,12.8738955089262,-7.311702981498538,10.240869098038203
32,4,7,14.592468574143037,-5.158327540090883,11.768765187602588
33,4,8,11.362550921056348,-8.284377109586883,10.159718473748008
34,5,1,8.969394250595558,-4.777036761046008,19.471944307070583
35,5,2,13.39985074703915,-6.319406221502348,15.63109146238187
36,5,3,12.456854481077501,-7.49178728334836,19.693804058063705
37,5,4,9.20104438881959,-8.53781364233903,15.824805272567733
38,5,6,11.410608234672356,-3.5489097033007866,16.75017444993989
39,6,1,3.7735848687633586,-2.95721520451822,21.186583944565747
40,6,2,9.142068435983171,-5.087888597483067,20.44331312699006
41,6,3,6.357824546578148,-5.789519752513691,22.763789437955744
42,6,4,5.248310729328936,-7.47273486315933,19.440153807362535
43,6,6,6.664783653557907,-2.336297922560312,21.070598654573622
44,7,1,-1.465974162842432,-2.5982576768953782,22.611635252126952
45,7,2,3.9001195011351832,-3.314837925632925,22.756962310322116
46,7,3,0.9628017703347289,-4.950588923496989,24.278374173566974
47,7,4,0.7532760503673185,-6.670030393069121,20.998010739576525
48,7,6,1.2207956478441828,-1.4988377488572497,22.87401526757704
49,8,1,-1.804088000035023,-2.401439794194544,22.626135753543707
50,8,2,-7.15164852142334,-3.637532949447632,21.735916137695312
51,8,3,-4.810121433195482,-5.188428484540932,23.771415169149943
52,8,4,-3.7421047397630898,-6.706144507123338,20.777932822410925
53,8,6,-4.637095358929803,-1.9271926365876415,22.596797894514662
54,9,1,-6.1108063513117825,-2.5291224385511333,19.209832621696663
55,9,2,-11.672695361494517,-4.463052173398881,19.247278270785873
56,9,3,-8.544690067655988,-5.78610377151371,21.166326287617935
57,9,4,-8.583665897415328,-7.176855568443122,17.598074404698178
58,9,6,-8.71385881115888,-1.972503015517599,19.51952260631017
59,10,1,-12.344875377778253,-3.9897270879866586,18.7771760016967
60,10,2,-16.08721840872172,-5.034037754640297,14.169000495338972
61,10,3,-16.046805958617497,-6.36959267206639,17.889501813422367
62,10,4,-12.581978590258144,-7.54327898846395,14.70004307130041
63,10,6,-14.365569336020991,-2.2090747473392995,16.494090868821218
64,11,1,-17.582121726314167,-6.6745333900453145,14.743329413376975
65,11,2,-20.39824676513672,-7.478097438812256,8.648858070373535
66,11,3,-21.548652224749816,-9.133591107987181,13.174559324175139
67,11,4,-14.869389298344238,-9.215630877513194,9.613614680921085
68,11,5,-16.761640634645193,-8.490085974711295,9.904136474890322
69,11,7,-19.23774725176456,-5.0320878929618065,11.905839749496582
70,11,8,-15.483264011555807,-8.375766104020705,9.181791089790945
71,12,1,-19.88334978245277,-7.941918868805289,7.9957945984676435
72,12,2,-23.59026641225833,-7.613871844907108,3.259015416426386
73,12,3,-23.20741217099028,-8.95746308119131,7.07359570213612
74,12,4,-17.586459405429963,-9.710091937888699,1.3261465828405254
75,12,5,-19.687313026772628,-8.28350680226642,3.371490240939652
76,12,7,-21.354938507080078,-6.389544486999512,5.838756084442139
77,12,12,-17.340723507773447,-8.656469955417716,3.5938983886730123
78,12,13,-19.26174639690121,-8.163393154999598,1.554219889943254
79,13,1,-23.549929653433786,-8.509093122949611,1.248952707588458
80,13,2,-25.33490075397032,-7.338985925191406,-9.073183445349006
81,13,3,-27.39272427007637,-8.564384130278068,-2.5318197417360437
82,13,4,-18.589142647769087,-10.691945050875816,-5.733310208932114
83,13,5,-22.625098550103154,-9.015376465326959,-4.658315569607065
84,13,9,-23.51816774346603,-6.663796540381533,-0.005029010785257318
85,13,10,-25.308589475997437,-5.695257126267555,-5.356564540944594
86,13,11,-24.06019837207834,-6.45870029458992,-8.411359293804315
87,13,12,-18.791352238746008,-7.99158829899581,-2.6296753864598217
88,13,13,-20.205957412719727,-7.3058762550354,-7.754903316497803
89,14,1,-27.063335418701172,-6.481959342956543,-9.606414794921875
90,14,2,-28.246745566393408,-5.0565992825107475,-19.494970851379755
91,14,3,-30.649082625124983,-5.970984661703197,-14.835613317609235
92,14,4,-21.717262499184297,-8.799465618790494,-15.931837616704568
93,14,5,-25.3035012086925,-6.916554606541911,-15.254163129188354
94,14,9,-27.15618324279785,-4.091610431671143,-12.126506805419922
95,14,11,-27.307137826714055,-3.787840673494995,-17.86141820713772
96,14,12,-21.730058670043945,-6.910635471343994,-12.600821495056152
97,14,13,-22.547527313232422,-6.499855041503906,-17.869895935058594
