,label,landmark,x,y,z
0,1,1,25.392042880319107,-16.528868581688158,-10.831928198499961
1,1,2,28.8611731514184,-16.208231308628086,-18.879696666011966
2,1,3,29.93385351087527,-16.448722804961943,-13.850201361803723
3,1,4,20.756298065185547,-19.00886344909668,-14.13646125793457
4,1,5,25.522610703177346,-17.48074863377307,-15.65099492870386
5,1,9,27.387346267700195,-15.198351860046387,-13.279119491577148
6,1,11,28.65428352355957,-16.021577835083008,-18.961772918701172
7,1,12,21.244335174560547,-17.578907012939453,-14.186290740966797
8,1,13,24.445185291532567,-16.889495282187923,-18.434306543407704
9,2,1,22.20358657836914,-13.812726974487305,-0.5974277257919312
10,2,2,25.24877744819991,-16.384144589697012,-10.539242535502307
11,2,3,27.441041561797295,-15.434751726443011,-5.041466815524115
12,2,4,18.483078480857646,-17.45179551366705,-6.576720795651458
13,2,5,21.858047485351562,-15.791755676269531,-6.419256687164307
14,2,9,24.337623596191406,-12.75184154510498,-3.2769887447357178
15,2,10,25.416606903076172,-14.05333137512207,-7.854992866516113
16,2,11,24.97719955444336,-14.51368522644043,-9.191454887390137
17,2,12,18.0350399017334,-14.786357879638672,-3.5524096488952637
18,2,13,19.2945613861084,-15.694034576416016,-8.421768188476562
19,3,1,17.579363830215797,-10.10021893666801,8.793859820494859
20,3,2,21.666912699535843,-13.629466588784677,-0.8143980472547426
21,3,3,23.551399343919446,-13.889989539574401,6.2914262952706395
22,3,4,14.226849991724508,-15.425246803106091,2.4479357325507802
23,3,5,18.159806606179487,-13.205623230799748,3.611249599102749
24,3,7,20.706830978393555,-10.731878280639648,4.454680919647217
25,3,12,13.632371834224733,-11.615301343261635,4.5331675078627045
26,3,13,15.850457809431964,-12.563166365697107,0.06119183279846575
27,4,1,14.421847898853079,-7.69522489523484,14.456194293205682
28,4,2,17.78034019470215,-10.079691886901855,8.94810962677002
29,4,3,18.812770602664177,-9.746027156555622,13.440313152503128
30,4,4,12.016482642621614,-11.25898923621173,9.917106893584203
31,4,5,14.484923638235832,-8.867941843219528,11.209253475785756
32,4,7,16.632938385009766,-6.794271945953369,11.585261344909668
33,4,8,13.750639175776769,-8.383575917245697,8.867647902456259
34,5,1,10.185004234313965,-4.117391586303711,18.978073120117188
35,5,2,14.042781410499904,-6.798657622627847,14.076897092932352
36,5,3,13.52805318919976,-6.711497029151612,19.074642733291043
37,5,4,9.798101747273622,-7.8886827795787395,15.188703133401425
38,5,6,12.757638830924034,-3.3806505295889906,15.552213498479937
39,6,1,4.852673530578613,-1.0271360874176025,20.75384521484375
40,6,2,10.031918173194864,-3.789607319172222,18.504358730266958
41,6,3,7.684748649597168,-3.8575592041015625,22.056570053100586
42,6,4,6.384398364511367,-6.045828777670695,18.269930440498943
43,6,6,7.726796014482774,-1.0938501932871654,19.200578708668687
44,7,1,-0.7128413319587708,-0.6291348934173584,20.895156860351562
45,7,2,4.784215259460226,-0.9614753624665384,20.452844129336697
46,7,3,2.060611151126266,-3.729300926873972,23.736786052557164
47,7,4,1.698650004240966,-5.550921845165497,19.704366178473762
48,7,6,2.037076629048928,-0.08204613785786394,21.159483649870115
49,8,1,-0.6732150316238403,-0.6009169816970825,21.18679428100586
50,8,2,-6.206309185998296,-1.2608927566448829,21.247486818749405
51,8,3,-3.5648796558380127,-3.6786792278289795,23.8127384185791
52,8,4,-3.2016096552271462,-4.989554560689411,20.227735132269764
53,8,6,-3.6196932792663574,-0.11114855855703354,21.469667434692383
54,9,1,-6.36776893092181,-1.3235705581090436,21.03162070989679
55,9,2,-11.186186045516411,-3.2924055237176524,18.82926570514822
56,9,3,-9.281921763292742,-4.496559957539819,22.24865247683414
57,9,4,-7.642777919769287,-5.9871063232421875,18.443723678588867
58,9,6,-9.257346002832401,-1.0776558335276358,19.942956214922496
59,10,1,-11.46918606818357,-3.7781053375784244,18.794728907913314
60,10,2,-15.449911285807941,-7.100105650147097,14.643406630477369
61,10,3,-15.042836565127322,-6.6766823570359,19.37190370605461
62,10,4,-10.936615067683725,-8.16857922654222,15.176963631456132
63,10,6,-13.602006555533784,-3.150813351386175,16.959170405041586
64,11,1,-15.8159706883039,-7.6027855405099025,15.067452227324333
65,11,2,-19.39660425519787,-10.419032608020125,10.235527108074187
66,11,3,-19.681513319543104,-9.546637863899003,14.726904542979376
67,11,4,-13.502572308585451,-10.581031333642832,10.290442658882172
68,11,5,-16.458457700633506,-8.483708863627545,11.380449136394025
69,11,7,-18.218387603759766,-6.981576919555664,12.861533164978027
70,11,8,-14.543167518289689,-8.588731278082667,9.914711841584108
71,12,1,-20.332963943481445,-11.209015846252441,10.59870719909668
72,12,2,-23.459731086747063,-14.340636731633857,0.016538315008712515
73,12,3,-25.430011940917684,-14.686767049087996,7.049370573040364
74,12,4,-16.126272201538086,-14.877930641174316,2.678116798400879
75,12,5,-20.395819204347934,-13.276876047412562,4.812521218232899
76,12,7,-23.199787139892578,-11.263102531433105,4.907897472381592
77,12,12,-16.085726939665694,-11.005805813480897,6.724319883235973
78,12,13,-17.99677848815918,-12.382791519165039,1.3506590127944946
79,13,1,-23.306718826293945,-14.328187942504883,-0.15342944860458374
80,13,2,-27.78004264831543,-16.900436401367188,-7.195570945739746
81,13,3,-28.01878365972284,-16.671973035864625,-3.8346930227270777
82,13,4,-19.01765875495972,-18.061955904699065,-6.20318400315765
83,13,5,-23.068879592179265,-16.560679140796733,-5.16387326921607
84,13,9,-25.255666254721422,-13.518143089267971,-2.8049193477836796
85,13,10,-25.828214645385742,-14.156509399414062,-6.1709699630737305
86,13,11,-24.90662384033203,-15.061997413635254,-8.608386993408203
87,13,12,-18.85823631286621,-15.40622329711914,-2.486196756362915
88,13,13,-19.82334327697754,-16.237110137939453,-7.402435302734375
89,14,1,-26.635442950622007,-17.450639951746545,-9.50544252417263
90,14,2,-28.391830869349004,-18.684495910659788,-20.19159527632179
91,14,3,-31.264910247286277,-17.5829352910737,-14.330142683477323
92,14,4,-22.546040636148614,-20.14561517859882,-16.26428982142459
93,14,5,-26.295979808224917,-18.474332410951735,-15.55672990193177
94,14,9,-28.479915618896484,-15.612051963806152,-13.290421485900879
95,14,11,-29.03329849243164,-16.04422950744629,-17.02568244934082
96,14,12,-23.119645009901465,-17.873359947872057,-13.178606010019793
97,14,13,-23.79241943359375,-19.038002014160156,-18.748451232910156
